Distance (mm),T (C),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_he initial,(NH3/O2),T (C) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NOX,OX,NX,OHX,NH3X,X(N),NH2_X(8),NH_X(9),H2O_X(11),X(H),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NOX ROP [kmol/m^2 s],OX ROP [kmol/m^2 s],NX ROP [kmol/m^2 s],OHX ROP [kmol/m^2 s],NH3X ROP [kmol/m^2 s],X(N) ROP [kmol/m^2 s],NH2_X(8) ROP [kmol/m^2 s],NH_X(9) ROP [kmol/m^2 s],H2O_X(11) ROP [kmol/m^2 s],X(H) ROP [kmol/m^2 s],NX + OX <=> NOX + X(N) ROP [kmol/m^2 s],O2(2) + 2 X(H) <=> 2 OX ROP [kmol/m^2 s],2 NX <=> N2(4) + 2 X(N) ROP [kmol/m^2 s],NOX <=> NO(5) + X(N) ROP [kmol/m^2 s],NH3(6) + X(N) <=> NH3X ROP [kmol/m^2 s],NOX + NX <=> N2O(7) + 2 X(N) ROP [kmol/m^2 s],N2O(7) + X(H) <=> N2(4) + OX ROP [kmol/m^2 s],NH3X + OX <=> NH2_X(8) + OHX ROP [kmol/m^2 s],NH2_X(8) + OX <=> NH_X(9) + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NX + OHX ROP [kmol/m^2 s],NH_X(9) + OHX <=> H2O_X(11) + NX ROP [kmol/m^2 s],H2O_X(11) + OX <=> 2 OHX ROP [kmol/m^2 s],H2O_X(11) <=> H2O(3) + X(H) ROP [kmol/m^2 s]
0.036,700,101325.0,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999998,0.0,0.0,0.88,1.8299796242146895e-17,6.099944841376816e-18,3.1399632060018707e-25,0.06599999999999998,1.9540386498985435e-29,4.2539599381514046e-19,1.4340116813100183e-12,2.2293638995443924e-08,3.361429595327408e-14,0.00094672819860358,0.9990532308759896,4.783402815251445e-10,1.699071915866867e-08,6.770133890165867e-22,1.1612406664151747e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264974079e-20,1.653438940181905e-19,5.511474663559181e-20,7.49892022936609e-32,-1.4183099139586375e-14,1.4191353117312242e-31,1.1261765982481358e-26,-1.821785282644496e-30,-2.1654588821496217e-25,2.0927503850514125e-29,1.4182988910334923e-14,-1.4182988910081842e-14,2.8338032812615437e-27,-3.9369175194883335e-26,2.0251153365231785e-31,-1.1281291082907967e-26,1.1261982885214824e-26,8.267195264974079e-20,5.511474663559181e-20,7.49892022936609e-32,1.4183099139586375e-14,1.4191353117312618e-31,3.7644478276283094e-45,1.1022925145204828e-19,1.10229248618245e-19,5.779910232307334e-20,5.2430185664346857e-20,-1.1291370835404614e-19,1.653438940181905e-19
0.036,700,101325.0,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999998,0.0,0.0,0.88,2.287474114840556e-17,7.624929666955327e-18,3.1399812594956053e-25,0.06599999999999999,2.2961840628913865e-29,4.2539843864107797e-19,1.4340116813100207e-12,2.2293638995443888e-08,3.3614295953276865e-14,0.0009467281986035982,0.9990532308759896,4.783402815251449e-10,1.699071915866867e-08,6.770133921697425e-22,1.1612406664151735e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.26719526497406e-20,1.6534389401845358e-19,5.511474663559163e-20,6.683476859464793e-32,-1.0103029524088925e-14,1.2365549378525127e-31,1.1245777162575913e-26,2.785795071832944e-29,-2.165298660327918e-25,7.239576679482696e-30,1.0102919294837472e-14,-1.0102919294584407e-14,2.8474380948958276e-27,-3.938279602746993e-26,-3.75556339155511e-32,-1.1281027615691575e-26,1.1245967652838293e-26,8.26719526497406e-20,5.511474663559163e-20,6.683476859464793e-32,1.0103029524088925e-14,1.236554937852557e-31,4.423589618971195e-45,1.102292514520506e-19,1.102292486046125e-19,5.779910232305733e-20,5.2430185664351196e-20,-1.1291370835406482e-19,1.6534389401845358e-19
0.045,700,101325.0,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999998,0.0,0.0,0.88,2.287474114840556e-17,7.624929666955327e-18,3.1399812594956053e-25,0.06599999999999999,2.2961840628913865e-29,4.2539843864107797e-19,1.4340116813100207e-12,2.2293638995443888e-08,3.3614295953276865e-14,0.0009467281986035982,0.9990532308759896,4.783402815251449e-10,1.699071915866867e-08,6.770133921697425e-22,1.1612406664151735e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.26719526497406e-20,1.6534389401845358e-19,5.511474663559163e-20,6.683476859464793e-32,-1.0103029524088925e-14,1.2365549378525127e-31,1.1245777162575913e-26,2.785795071832944e-29,-2.165298660327918e-25,7.239576679482696e-30,1.0102919294837472e-14,-1.0102919294584407e-14,2.8474380948958276e-27,-3.938279602746993e-26,-3.75556339155511e-32,-1.1281027615691575e-26,1.1245967652838293e-26,8.26719526497406e-20,5.511474663559163e-20,6.683476859464793e-32,1.0103029524088925e-14,1.236554937852557e-31,4.423589618971195e-45,1.102292514520506e-19,1.102292486046125e-19,5.779910232305733e-20,5.2430185664351196e-20,-1.1291370835406482e-19,1.6534389401845358e-19
0.045,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999999,0.0,0.0,0.8800000000000001,2.7449712435369936e-17,9.14992328612074e-18,3.1400071762909126e-25,0.066,2.594313715306925e-29,4.2540195390902465e-19,1.4340116813100332e-12,2.2293638995443835e-08,3.3614295953278146e-14,0.0009467281986036086,0.9990532308759896,4.783402815251454e-10,1.6990719158668666e-08,6.770133953206315e-22,1.161240666415171e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264974025e-20,1.6534389401815858e-19,5.511474663559135e-20,9.952938439466347e-32,-7.771561172376096e-15,1.0774708791203945e-31,1.1222733038457905e-26,5.5653838344201e-29,-2.1650682529486305e-25,2.4597435581916917e-30,7.771450943124644e-15,-7.7714509428716e-15,2.8521981029757536e-27,-3.938755079942782e-26,2.680172258857887e-31,-1.1281321921861201e-26,1.1222940314930212e-26,8.267195264974025e-20,5.511474663559135e-20,9.952938439466347e-32,7.771561172376096e-15,1.0774708791204445e-31,4.997935216288623e-45,1.1022925145205278e-19,1.1022924859985468e-19,5.77991023230523e-20,5.243018566435318e-20,-1.1291370835407342e-19,1.6534389401815858e-19
0.05399999999999999,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999999,0.0,0.0,0.8800000000000001,2.7449712435369936e-17,9.14992328612074e-18,3.1400071762909126e-25,0.066,2.594313715306925e-29,4.2540195390902465e-19,1.4340116813100332e-12,2.2293638995443835e-08,3.3614295953278146e-14,0.0009467281986036086,0.9990532308759896,4.783402815251454e-10,1.6990719158668666e-08,6.770133953206315e-22,1.161240666415171e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264974025e-20,1.6534389401815858e-19,5.511474663559135e-20,9.952938439466347e-32,-7.771561172376096e-15,1.0774708791203945e-31,1.1222733038457905e-26,5.5653838344201e-29,-2.1650682529486305e-25,2.4597435581916917e-30,7.771450943124644e-15,-7.7714509428716e-15,2.8521981029757536e-27,-3.938755079942782e-26,2.680172258857887e-31,-1.1281321921861201e-26,1.1222940314930212e-26,8.267195264974025e-20,5.511474663559135e-20,9.952938439466347e-32,7.771561172376096e-15,1.0774708791204445e-31,4.997935216288623e-45,1.1022925145205278e-19,1.1022924859985468e-19,5.77991023230523e-20,5.243018566435318e-20,-1.1291370835407342e-19,1.6534389401815858e-19
0.05399999999999999,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05400000000000001,0.0,0.0,0.8800000000000001,3.202464708863182e-17,1.0674904694026469e-17,3.140031427894103e-25,0.06600000000000002,2.8540877017360043e-29,4.25405238413078e-19,1.4340116813100524e-12,2.2293638995443782e-08,3.3614295953278714e-14,0.0009467281986036433,0.9990532308759896,4.783402815251457e-10,1.6990719158668666e-08,6.770133984747311e-22,1.1612406664151691e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264973996e-20,1.6534389401865383e-19,5.511474663559108e-20,9.114075695613616e-32,0.0,9.388549527359107e-32,1.1201239607428471e-26,7.770922695545906e-29,-2.1648529383652197e-25,1.9147836248340947e-30,-1.1022925145205822e-19,1.1022950447288572e-19,2.852745885600186e-27,-3.938809448343259e-26,-2.2251713094964026e-31,-1.1280826091197019e-26,1.1201424633680701e-26,8.267195264973996e-20,5.511474663559108e-20,9.114075695613616e-32,0.0,9.388549527359657e-32,5.498388770113343e-45,1.1022925145205822e-19,1.1022924859931234e-19,5.779910232305275e-20,5.2430185664354067e-20,-1.1291370835407724e-19,1.6534389401865383e-19
0.06299999999999999,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05400000000000001,0.0,0.0,0.8800000000000001,3.202464708863182e-17,1.0674904694026469e-17,3.140031427894103e-25,0.06600000000000002,2.8540877017360043e-29,4.25405238413078e-19,1.4340116813100524e-12,2.2293638995443782e-08,3.3614295953278714e-14,0.0009467281986036433,0.9990532308759896,4.783402815251457e-10,1.6990719158668666e-08,6.770133984747311e-22,1.1612406664151691e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264973996e-20,1.6534389401865383e-19,5.511474663559108e-20,9.114075695613616e-32,0.0,9.388549527359107e-32,1.1201239607428471e-26,7.770922695545906e-29,-2.1648529383652197e-25,1.9147836248340947e-30,-1.1022925145205822e-19,1.1022950447288572e-19,2.852745885600186e-27,-3.938809448343259e-26,-2.2251713094964026e-31,-1.1280826091197019e-26,1.1201424633680701e-26,8.267195264973996e-20,5.511474663559108e-20,9.114075695613616e-32,0.0,9.388549527359657e-32,5.498388770113343e-45,1.1022925145205822e-19,1.1022924859931234e-19,5.779910232305275e-20,5.2430185664354067e-20,-1.1291370835407724e-19,1.6534389401865383e-19
0.06299999999999999,700,101325.0,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05400000000000001,0.0,0.0,0.8799999999999999,3.659960840788496e-17,1.2199894990614198e-17,3.1402089264042783e-25,0.06600000000000002,3.0804724411386934e-29,4.254294944163322e-19,1.4340116813103267e-12,2.2293638995443315e-08,3.361429595328502e-14,0.0009467281986036683,0.9990532308759896,4.783402815251515e-10,1.6990719158668593e-08,6.770134016261053e-22,1.1612406664151455e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264973661e-20,1.6534389401847903e-19,5.511474663558878e-20,1.751792215664526e-30,5.6066262743570405e-15,8.181794110456355e-32,1.1040698105413404e-26,2.3309819006410374e-28,-2.163263597114503e-25,5.360115813534878e-30,-5.606736503608493e-15,5.6067365038613565e-15,2.849269341309324e-27,-3.93846184567354e-26,4.1648235047373975e-33,-1.128099420080704e-26,1.1042531715570174e-26,8.267195264973661e-20,5.511474663558878e-20,1.751792215664526e-30,-5.6066262743570405e-15,8.181794110456948e-32,5.934518067533406e-45,1.1022925145208225e-19,1.102292486028129e-19,5.77991023230677e-20,5.243018566436366e-20,-1.1291370835411954e-19,1.6534389401847903e-19
0.072,700,101325.0,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05400000000000001,0.0,0.0,0.8799999999999999,3.659960840788496e-17,1.2199894990614198e-17,3.1402089264042783e-25,0.06600000000000002,3.0804724411386934e-29,4.254294944163322e-19,1.4340116813103267e-12,2.2293638995443315e-08,3.361429595328502e-14,0.0009467281986036683,0.9990532308759896,4.783402815251515e-10,1.6990719158668593e-08,6.770134016261053e-22,1.1612406664151455e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264973661e-20,1.6534389401847903e-19,5.511474663558878e-20,1.751792215664526e-30,5.6066262743570405e-15,8.181794110456355e-32,1.1040698105413404e-26,2.3309819006410374e-28,-2.163263597114503e-25,5.360115813534878e-30,-5.606736503608493e-15,5.6067365038613565e-15,2.849269341309324e-27,-3.93846184567354e-26,4.1648235047373975e-33,-1.128099420080704e-26,1.1042531715570174e-26,8.267195264973661e-20,5.511474663558878e-20,1.751792215664526e-30,-5.6066262743570405e-15,8.181794110456948e-32,5.934518067533406e-45,1.1022925145208225e-19,1.102292486028129e-19,5.77991023230677e-20,5.243018566436366e-20,-1.1291370835411954e-19,1.6534389401847903e-19
0.072,700,101325.0,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05400000000000002,0.0,0.0,0.88,4.1174569727134075e-17,1.3724885287199323e-17,3.140373030055697e-25,0.06600000000000003,3.2777603422488065e-29,4.254517010658945e-19,1.4340116813110228e-12,2.229363899544288e-08,3.361429595330113e-14,0.0009467281986036664,0.9990532308759895,4.78340281525157e-10,1.6990719158668514e-08,6.77013404778756e-22,1.1612406664151234e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264973347e-20,1.6534389401861598e-19,5.511474663558661e-20,1.5467525235366916e-30,5.134781488891349e-15,7.130202699475137e-32,1.0895445370452514e-26,3.748361376528074e-28,-2.1618081971781425e-25,8.95096404659627e-30,-5.134891718142801e-15,5.134891718395519e-15,2.8455755280466107e-27,-3.938092825459133e-26,4.333342374871281e-34,-1.1280850959767426e-26,1.0897063425003046e-26,8.267195264973347e-20,5.511474663558661e-20,1.5467525235366916e-30,-5.134781488891349e-15,7.130202699475768e-32,6.314592417520592e-45,1.1022925145213553e-19,1.1022924860656e-19,5.77991023230997e-20,5.243018566438855e-20,-1.1291370835422785e-19,1.6534389401861598e-19
0.08099999999999999,700,101325.0,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05400000000000002,0.0,0.0,0.88,4.1174569727134075e-17,1.3724885287199323e-17,3.140373030055697e-25,0.06600000000000003,3.2777603422488065e-29,4.254517010658945e-19,1.4340116813110228e-12,2.229363899544288e-08,3.361429595330113e-14,0.0009467281986036664,0.9990532308759895,4.78340281525157e-10,1.6990719158668514e-08,6.77013404778756e-22,1.1612406664151234e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264973347e-20,1.6534389401861598e-19,5.511474663558661e-20,1.5467525235366916e-30,5.134781488891349e-15,7.130202699475137e-32,1.0895445370452514e-26,3.748361376528074e-28,-2.1618081971781425e-25,8.95096404659627e-30,-5.134891718142801e-15,5.134891718395519e-15,2.8455755280466107e-27,-3.938092825459133e-26,4.333342374871281e-34,-1.1280850959767426e-26,1.0897063425003046e-26,8.267195264973347e-20,5.511474663558661e-20,1.5467525235366916e-30,-5.134781488891349e-15,7.130202699475768e-32,6.314592417520592e-45,1.1022925145213553e-19,1.1022924860656e-19,5.77991023230997e-20,5.243018566438855e-20,-1.1291370835422785e-19,1.6534389401861598e-19
0.08099999999999999,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05400000000000001,0.0,0.0,0.88,4.5749531003421946e-17,1.524987556946291e-17,3.1404807347519576e-25,0.06600000000000002,3.44968446785175e-29,4.25466148141624e-19,1.4340116813117078e-12,2.229363899544258e-08,3.361429595331715e-14,0.0009467281986035625,0.9990532308759895,4.783402815251606e-10,1.6990719158668464e-08,6.770134079312807e-22,1.1612406664151091e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264973144e-20,1.6534389401872217e-19,5.511474663558517e-20,3.974740910727969e-31,-1.815214645262131e-14,6.213522387934643e-32,1.0801965883290154e-26,4.674364623452741e-28,-2.1608611503120627e-25,1.0852055513231986e-29,1.8152036223369856e-14,-1.8152036223117234e-14,2.843545308995735e-27,-3.9378912185107015e-26,2.6674129729763217e-32,-1.128074070027811e-26,1.0802425492605106e-26,8.267195264973144e-20,5.511474663558517e-20,3.974740910727969e-31,1.815214645262131e-14,6.213522387935307e-32,6.64580355122097e-45,1.1022925145217607e-19,1.1022924860863076e-19,5.779910232312955e-20,5.243018566441339e-20,-1.1291370835433546e-19,1.6534389401872217e-19
0.09,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05400000000000001,0.0,0.0,0.88,4.5749531003421946e-17,1.524987556946291e-17,3.1404807347519576e-25,0.06600000000000002,3.44968446785175e-29,4.25466148141624e-19,1.4340116813117078e-12,2.229363899544258e-08,3.361429595331715e-14,0.0009467281986035625,0.9990532308759895,4.783402815251606e-10,1.6990719158668464e-08,6.770134079312807e-22,1.1612406664151091e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264973144e-20,1.6534389401872217e-19,5.511474663558517e-20,3.974740910727969e-31,-1.815214645262131e-14,6.213522387934643e-32,1.0801965883290154e-26,4.674364623452741e-28,-2.1608611503120627e-25,1.0852055513231986e-29,1.8152036223369856e-14,-1.8152036223117234e-14,2.843545308995735e-27,-3.9378912185107015e-26,2.6674129729763217e-32,-1.128074070027811e-26,1.0802425492605106e-26,8.267195264973144e-20,5.511474663558517e-20,3.974740910727969e-31,1.815214645262131e-14,6.213522387935307e-32,6.64580355122097e-45,1.1022925145217607e-19,1.1022924860863076e-19,5.779910232312955e-20,5.243018566441339e-20,-1.1291370835433546e-19,1.6534389401872217e-19
0.09,700,101325.0,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05400000000000001,0.0,0.0,0.8799999999999999,5.032449227065811e-17,1.6774865848708246e-17,3.1405800463833945e-25,0.06600000000000002,3.5995066990583747e-29,4.254795988006368e-19,1.4340116813123463e-12,2.2293638995442306e-08,3.361429595333201e-14,0.0009467281986036818,0.9990532308759894,4.783402815251637e-10,1.699071915866842e-08,6.770134110841916e-22,1.1612406664150961e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264972958e-20,1.6534389401892266e-19,5.511474663558378e-20,3.6659392427167253e-31,8.715250743307479e-15,5.414736739368265e-32,1.0713894009586508e-26,5.534073269090468e-28,-2.1599794220754164e-25,1.2865344436190412e-29,-8.715360972558931e-15,8.715360972811464e-15,2.8414636194670953e-27,-3.937681877749837e-26,-5.091677290473755e-32,-1.1280536503555756e-26,1.0714314750878173e-26,8.267195264972958e-20,5.511474663558378e-20,3.6659392427167253e-31,-8.715250743307479e-15,5.414736739368958e-32,6.934435470090694e-45,1.102292514522391e-19,1.1022924861077547e-19,5.779910232315781e-20,5.2430185664436436e-20,-1.129137083544353e-19,1.6534389401892266e-19
0.09899999999999998,700,101325.0,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05400000000000001,0.0,0.0,0.8799999999999999,5.032449227065811e-17,1.6774865848708246e-17,3.1405800463833945e-25,0.06600000000000002,3.5995066990583747e-29,4.254795988006368e-19,1.4340116813123463e-12,2.2293638995442306e-08,3.361429595333201e-14,0.0009467281986036818,0.9990532308759894,4.783402815251637e-10,1.699071915866842e-08,6.770134110841916e-22,1.1612406664150961e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264972958e-20,1.6534389401892266e-19,5.511474663558378e-20,3.6659392427167253e-31,8.715250743307479e-15,5.414736739368265e-32,1.0713894009586508e-26,5.534073269090468e-28,-2.1599794220754164e-25,1.2865344436190412e-29,-8.715360972558931e-15,8.715360972811464e-15,2.8414636194670953e-27,-3.937681877749837e-26,-5.091677290473755e-32,-1.1280536503555756e-26,1.0714314750878173e-26,8.267195264972958e-20,5.511474663558378e-20,3.6659392427167253e-31,-8.715250743307479e-15,5.414736739368958e-32,6.934435470090694e-45,1.102292514522391e-19,1.1022924861077547e-19,5.779910232315781e-20,5.2430185664436436e-20,-1.129137083544353e-19,1.6534389401892266e-19
0.09899999999999998,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05400000000000002,0.0,0.0,0.88,5.489944382858972e-17,1.8299852891512818e-17,3.140594816269323e-25,0.06600000000000003,3.7300544742966523e-29,4.254815606258106e-19,1.4340116813124483e-12,2.2293638995442276e-08,3.361429595333436e-14,0.0009467281986036683,0.9990532308759896,4.783402815251637e-10,1.699071915866842e-08,6.770134142377053e-22,1.161240666415095e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264972942e-20,1.65343894019272e-19,5.511474663558364e-20,5.515087637309256e-32,5.551115123125783e-15,4.718149172761042e-32,1.0701361161868948e-26,5.660659588768937e-28,-2.1598507537409307e-25,1.3038184611637014e-29,-5.551225352377235e-15,5.5512253526297555e-15,2.841272639438985e-27,-3.937662987988201e-26,-3.808044982539662e-31,-1.1280186826900228e-26,1.070146349423705e-26,8.267195264972942e-20,5.511474663558364e-20,5.515087637309256e-32,-5.551115123125783e-15,4.7181491727617607e-32,7.185935223422892e-45,1.1022925145224533e-19,1.102292486109727e-19,5.779910232316246e-20,5.243018566444011e-20,-1.129137083544511e-19,1.65343894019272e-19
0.10799999999999998,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05400000000000002,0.0,0.0,0.88,5.489944382858972e-17,1.8299852891512818e-17,3.140594816269323e-25,0.06600000000000003,3.7300544742966523e-29,4.254815606258106e-19,1.4340116813124483e-12,2.2293638995442276e-08,3.361429595333436e-14,0.0009467281986036683,0.9990532308759896,4.783402815251637e-10,1.699071915866842e-08,6.770134142377053e-22,1.161240666415095e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264972942e-20,1.65343894019272e-19,5.511474663558364e-20,5.515087637309256e-32,5.551115123125783e-15,4.718149172761042e-32,1.0701361161868948e-26,5.660659588768937e-28,-2.1598507537409307e-25,1.3038184611637014e-29,-5.551225352377235e-15,5.5512253526297555e-15,2.841272639438985e-27,-3.937662987988201e-26,-3.808044982539662e-31,-1.1280186826900228e-26,1.070146349423705e-26,8.267195264972942e-20,5.511474663558364e-20,5.515087637309256e-32,-5.551115123125783e-15,4.7181491727617607e-32,7.185935223422892e-45,1.1022925145224533e-19,1.102292486109727e-19,5.779910232316246e-20,5.243018566444011e-20,-1.129137083544511e-19,1.65343894019272e-19
0.10799999999999998,700,101325.0,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05400000000000002,0.0,0.0,0.8799999999999999,5.947439862910856e-17,1.9824841015180235e-17,3.1406091964687373e-25,0.06600000000000003,3.8438081216847987e-29,4.2548350877319603e-19,1.4340116813125527e-12,2.2293638995442237e-08,3.3614295953336755e-14,0.0009467281986037195,0.9990532308759894,4.783402815251637e-10,1.699071915866842e-08,6.770134173873075e-22,1.161240666415094e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.26719526497293e-20,1.6534389401866553e-19,5.511474663558346e-20,5.472552300756355e-32,1.712519015484304e-14,4.111186910674943e-32,1.0688605998799974e-26,5.785534478950575e-28,-2.1597229875189867e-25,1.3292286993674605e-29,-1.7125300384094493e-14,1.7125300384346998e-14,2.8410154796431607e-27,-3.937636725525997e-26,2.4548384553645805e-31,-1.1280793061498473e-26,1.0688701836192089e-26,8.26719526497293e-20,5.511474663558346e-20,5.472552300756355e-32,-1.712519015484304e-14,4.1111869106756835e-32,7.405081153829223e-45,1.1022925145225934e-19,1.1022924861124386e-19,5.779910232316728e-20,5.243018566444384e-20,-1.1291370835446717e-19,1.6534389401866553e-19
0.11699999999999998,700,101325.0,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05400000000000002,0.0,0.0,0.8799999999999999,5.947439862910856e-17,1.9824841015180235e-17,3.1406091964687373e-25,0.06600000000000003,3.8438081216847987e-29,4.2548350877319603e-19,1.4340116813125527e-12,2.2293638995442237e-08,3.3614295953336755e-14,0.0009467281986037195,0.9990532308759894,4.783402815251637e-10,1.699071915866842e-08,6.770134173873075e-22,1.161240666415094e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.26719526497293e-20,1.6534389401866553e-19,5.511474663558346e-20,5.472552300756355e-32,1.712519015484304e-14,4.111186910674943e-32,1.0688605998799974e-26,5.785534478950575e-28,-2.1597229875189867e-25,1.3292286993674605e-29,-1.7125300384094493e-14,1.7125300384346998e-14,2.8410154796431607e-27,-3.937636725525997e-26,2.4548384553645805e-31,-1.1280793061498473e-26,1.0688701836192089e-26,8.26719526497293e-20,5.511474663558346e-20,5.472552300756355e-32,-1.712519015484304e-14,4.1111869106756835e-32,7.405081153829223e-45,1.1022925145225934e-19,1.1022924861124386e-19,5.779910232316728e-20,5.243018566444384e-20,-1.1291370835446717e-19,1.6534389401866553e-19
